+----------------------------+--------------------------------------------------------+------------------------------+-----+
| Mod name                   | Registry name                                          | Entity class name            |  ID |
| Erebus                     | erebus:erebus.mosquito                                 | EntityMosquito               |   5 |
| Erebus                     | erebus:erebus.moth                                     | EntityMoth                   |  12 |
| Erebus                     | erebus:erebus.mucus_bomb_primed                        | EntityMucusBombPrimed        |  55 |
| Erebus                     | erebus:erebus.poison_jet                               | EntityPoisonJet              |  78 |
| Erebus                     | erebus:erebus.pond_skater                              | EntityPondSkater             |  45 |
| Erebus                     | erebus:erebus.praying_mantis                           | EntityPrayingMantis          |  20 |
| Erebus                     | erebus:erebus.preserved_block                          | EntityPreservedBlock         |  81 |
| Erebus                     | erebus:erebus.punchroom                                | EntityPunchroom              |  39 |
| Erebus                     | erebus:erebus.rhino_beetle                             | EntityRhinoBeetle            |  13 |
| Erebus                     | erebus:erebus.scorpion                                 | EntityScorpion               |   8 |
| Erebus                     | erebus:erebus.scytodes                                 | EntityScytodes               |  18 |
| Erebus                     | erebus:erebus.solifuge                                 | EntitySolifuge               |   9 |
| Erebus                     | erebus:erebus.solifuge_small                           | EntitySolifugeSmall          |  37 |
| Erebus                     | erebus:erebus.spore_ball                               | EntitySporeBall              |  76 |
| Erebus                     | erebus:erebus.stag_beetle                              | EntityStagBeetle             |  62 |
| Erebus                     | erebus:erebus.tarantula                                | EntityTarantula              |   6 |
| Erebus                     | erebus:erebus.tarantula_baby                           | EntityTarantulaBaby          |  44 |
| Erebus                     | erebus:erebus.tarantula_egg                            | EntityTarantulaEgg           |  77 |
| Erebus                     | erebus:erebus.tarantula_mini_boss                      | EntityTarantulaMiniboss      |  43 |
| Erebus                     | erebus:erebus.thrown_sand                              | EntityThrownSand             |  80 |
| Erebus                     | erebus:erebus.titan_beetle                             | EntityTitanBeetle            |  27 |
| Erebus                     | erebus:erebus.umber_golem                              | EntityUmberGolem             |  53 |
| Erebus                     | erebus:erebus.umber_golem_idol                         | EntityUmberGolemDungeonTypes |  56 |
| Erebus                     | erebus:erebus.velvet_worm                              | EntityVelvetWorm             |  24 |
| Erebus                     | erebus:erebus.wasp                                     | EntityWasp                   |   1 |
| Erebus                     | erebus:erebus.wasp_dagger                              | EntityWaspDagger             |  70 |
| Erebus                     | erebus:erebus.web_sling                                | EntityWebSling               |  71 |
| Erebus                     | erebus:erebus.woodlouse                                | EntityWoodlouse              |  31 |
| Erebus                     | erebus:erebus.woodlouse_ball                           | EntityWoodlouseBall          |  75 |
| Erebus                     | erebus:erebus.worker_bee                               | EntityWorkerBee              |  23 |
| Erebus                     | erebus:erebus.zombie_ant                               | EntityZombieAnt              |  42 |
| Erebus                     | erebus:erebus.zombie_ant_soldier                       | EntityZombieAntSoldier       |  60 |
| Extra Bit Manipulation     | extrabitmanipulation:entity_bit                        | EntityBit                    |   0 |
| Fairy Lights               | fairylights:fastener                                   | EntityFenceFastener          |   0 |
| Fairy Lights               | fairylights:ladder                                     | EntityLadder                 |   1 |
| Forestry                   | forestry:butterflyge                                   | EntityButterfly              |   0 |
| Forestry                   | forestry:cart.apiary                                   | EntityMinecartApiary         |   2 |
| Forestry                   | forestry:cart.beehouse                                 | EntityMinecartBeehouse       |   1 |
| Ice and Fire               | iceandfire:cyclops                                     | EntityCyclops                | 917 |
| Ice and Fire               | iceandfire:deathworm                                   | EntityDeathWorm              | 920 |
| Ice and Fire               | iceandfire:deathwormegg                                | EntityDeathWormEgg           | 921 |
| Ice and Fire               | iceandfire:dragonarrow                                 | EntityDragonArrow            | 902 |
| Ice and Fire               | iceandfire:dragonegg                                   | EntityDragonEgg              | 901 |
| Ice and Fire               | iceandfire:dragonfire                                  | EntityDragonFire             | 904 |
| Ice and Fire               | iceandfire:dragonfirecharge                            | EntityDragonFireCharge       | 908 |
| Ice and Fire               | iceandfire:dragonice                                   | EntityDragonIceProjectile    | 906 |
| Ice and Fire               | iceandfire:dragonicecharge                             | EntityDragonIceCharge        | 909 |
| Ice and Fire               | iceandfire:dragonskull                                 | EntityDragonSkull            | 903 |
| Ice and Fire               | iceandfire:firedragon                                  | EntityFireDragon             | 905 |
| Ice and Fire               | iceandfire:gorgon                                      | EntityGorgon                 | 914 |
| Ice and Fire               | iceandfire:hippocampus                                 | EntityHippocampus            | 919 |
| Ice and Fire               | iceandfire:hippogryph                                  | EntityHippogryph             | 912 |
| Ice and Fire               | iceandfire:hippogryphegg                               | EntityHippogryphEgg          | 911 |
| Ice and Fire               | iceandfire:icedragon                                   | EntityIceDragon              | 907 |
| Ice and Fire               | iceandfire:if_cockatrice                               | EntityCockatrice             | 922 |
| Ice and Fire               | iceandfire:if_cockatriceegg                            | EntityCockatriceEgg          | 923 |
| Ice and Fire               | iceandfire:if_pixie                                    | EntityPixie                  | 915 |
| Ice and Fire               | iceandfire:if_troll                                    | EntityTroll                  | 927 |
| Ice and Fire               | iceandfire:siren                                       | EntitySiren                  | 918 |
| Ice and Fire               | iceandfire:snowvillager                                | EntitySnowVillager           | 910 |
| Ice and Fire               | iceandfire:stonestatue                                 | EntityStoneStatue            | 913 |
| Ice and Fire               | iceandfire:stymphalianarrow                            | EntityStymphalianArrow       | 926 |
| Ice and Fire               | iceandfire:stymphalianbird                             | EntityStymphalianBird        | 924 |
| Ice and Fire               | iceandfire:stymphalianfeather                          | EntityStymphalianFeather     | 925 |
| Immersive Engineering      | immersiveengineering:chemthrowershot                   | EntityChemthrowerShot        |   4 |
| Immersive Engineering      | immersiveengineering:explosive                         | EntityIEExplosive            |   7 |
| Immersive Engineering      | immersiveengineering:fluorescenttube                   | EntityFluorescentTube        |   8 |
| Immersive Engineering      | immersiveengineering:railgunshot                       | EntityRailgunShot            |   5 |
| Immersive Engineering      | immersiveengineering:revolvershot                      | EntityRevolvershot           |   0 |
| Immersive Engineering      | immersiveengineering:revolvershotflare                 | EntityRevolvershotFlare      |   6 |
| Immersive Engineering      | immersiveengineering:revolvershothoming                | EntityRevolvershotHoming     |   2 |
| Immersive Engineering      | immersiveengineering:revolvershotwolfpack              | EntityWolfpackShot           |   3 |
| Immersive Engineering      | immersiveengineering:skylinehook                       | EntitySkylineHook            |   1 |
| Immersive Petroleum        | immersivepetroleum:speedboat                           | EntitySpeedboat              |   0 |
| Industrial Renewal         | industrialrenewal:cargo_container                      | EntityCargoContainer         | 120 |
| Industrial Renewal         | industrialrenewal:fluid_container                      | EntityFluidContainer         | 122 |
| Industrial Renewal         | industrialrenewal:steam_locomotive                     | EntitySteamLocomotive        | 121 |
| Integrated Dynamics        | integrateddynamics:entityitemtargetted                 | EntityItemTargetted          |   0 |
| Just a Few Fish            | jaff:clownfish                                         | EntityFishClownfish          |   3 |
| Just a Few Fish            | jaff:cod                                               | EntityFishCod                |   1 |
| Just a Few Fish            | jaff:iron_fish_hook                                    | EntityIronFishHook           |   0 |
| Just a Few Fish            | jaff:pufferfish                                        | EntityFishPufferfish         |   4 |
| Just a Few Fish            | jaff:salmon                                            | EntityFishSalmon             |   2 |
| Mekanism                   | mekanism:babyskeleton                                  | EntityBabySkeleton           |   3 |
| Mekanism                   | mekanism:balloon                                       | EntityBalloon                |   2 |
| Mekanism                   | mekanism:flame                                         | EntityFlame                  |   4 |
| Mekanism                   | mekanism:obsidiantnt                                   | EntityObsidianTNT            |   0 |
| Mekanism                   | mekanism:robit                                         | EntityRobit                  |   1 |
| Minecraft                  | minecraft:area_effect_cloud                            | EntityAreaEffectCloud        |   3 |
| Minecraft                  | minecraft:armor_stand                                  | EntityArmorStand             |  30 |
| Minecraft                  | minecraft:arrow                                        | EntityTippedArrow            |  10 |
| Minecraft                  | minecraft:bat                                          | EntityBat                    |  65 |
| Minecraft                  | minecraft:blaze                                        | EntityBlaze                  |  61 |
| Minecraft                  | minecraft:boat                                         | EntityBoat                   |  41 |
| Minecraft                  | minecraft:cave_spider                                  | EntityCaveSpider             |  59 |
| Minecraft                  | minecraft:chest_minecart                               | EntityMinecartChest          |  43 |
| Minecraft                  | minecraft:chicken                                      | EntityChicken                |  93 |
| Minecraft                  | minecraft:commandblock_minecart                        | EntityMinecartCommandBlock   |  40 |
| Minecraft                  | minecraft:cow                                          | EntityCow                    |  92 |
| Minecraft                  | minecraft:creeper                                      | EntityCreeper                |  50 |
| Minecraft                  | minecraft:donkey                                       | EntityDonkey                 |  31 |
| Minecraft                  | minecraft:dragon_fireball                              | EntityDragonFireball         |  26 |
| Minecraft                  | minecraft:egg                                          | EntityEgg                    |   7 |
| Minecraft                  | minecraft:elder_guardian                               | EntityElderGuardian          |   4 |
| Minecraft                  | minecraft:ender_crystal                                | EntityEnderCrystal           | 200 |
| Minecraft                  | minecraft:ender_dragon                                 | EntityDragon                 |  63 |
| Minecraft                  | minecraft:ender_pearl                                  | EntityEnderPearl             |  14 |
| Minecraft                  | minecraft:enderman                                     | EntityEnderman               |  58 |
| Minecraft                  | minecraft:endermite                                    | EntityEndermite              |  67 |
| Minecraft                  | minecraft:evocation_fangs                              | EntityEvokerFangs            |  33 |
| Minecraft                  | minecraft:evocation_illager                            | EntityEvoker                 |  34 |
| Minecraft                  | minecraft:eye_of_ender_signal                          | EntityEnderEye               |  15 |
| Minecraft                  | minecraft:falling_block                                | EntityFallingBlock           |  21 |
| Minecraft                  | minecraft:fireball                                     | EntityLargeFireball          |  12 |
| Minecraft                  | minecraft:fireworks_rocket                             | EntityFireworkRocket         |  22 |
| Minecraft                  | minecraft:furnace_minecart                             | EntityMinecartFurnace        |  44 |
| Minecraft                  | minecraft:ghast                                        | EntityGhast                  |  56 |
| Minecraft                  | minecraft:giant                                        | EntityGiantZombie            |  53 |
| Minecraft                  | minecraft:guardian                                     | EntityGuardian               |  68 |
| Minecraft                  | minecraft:hopper_minecart                              | EntityMinecartHopper         |  46 |
| Minecraft                  | minecraft:horse                                        | EntityHorse                  | 100 |
| Minecraft                  | minecraft:husk                                         | EntityHusk                   |  23 |
| Minecraft                  | minecraft:illusion_illager                             | EntityIllusionIllager        |  37 |
| Minecraft                  | minecraft:item                                         | EntityItem                   |   1 |
| Minecraft                  | minecraft:item_frame                                   | EntityItemFrame              |  18 |
| Minecraft                  | minecraft:leash_knot                                   | EntityLeashKnot              |   8 |
| Minecraft                  | minecraft:llama                                        | EntityLlama                  | 103 |
| Minecraft                  | minecraft:llama_spit                                   | EntityLlamaSpit              | 104 |
| Minecraft                  | minecraft:magma_cube                                   | EntityMagmaCube              |  62 |
| Minecraft                  | minecraft:minecart                                     | EntityMinecartEmpty          |  42 |
| Minecraft                  | minecraft:mooshroom                                    | EntityMooshroom              |  96 |
| Minecraft                  | minecraft:mule                                         | EntityMule                   |  32 |
| Minecraft                  | minecraft:ocelot                                       | EntityOcelot                 |  98 |
| Minecraft                  | minecraft:painting                                     | EntityPainting               |   9 |
| Minecraft                  | minecraft:parrot                                       | EntityParrot                 | 105 |
| Minecraft                  | minecraft:pig                                          | EntityPig                    |  90 |
| Minecraft                  | minecraft:polar_bear                                   | EntityPolarBear              | 102 |
| Minecraft                  | minecraft:potion                                       | EntityPotion                 |  16 |
| Minecraft                  | minecraft:rabbit                                       | EntityRabbit                 | 101 |
| Minecraft                  | minecraft:sheep                                        | EntitySheep                  |  91 |
| Minecraft                  | minecraft:shulker                                      | EntityShulker                |  69 |
| Minecraft                  | minecraft:shulker_bullet                               | EntityShulkerBullet          |  25 |
| Minecraft                  | minecraft:silverfish                                   | EntitySilverfish             |  60 |
| Minecraft                  | minecraft:skeleton                                     | EntitySkeleton               |  51 |
| Minecraft                  | minecraft:skeleton_horse                               | EntitySkeletonHorse          |  28 |
| Minecraft                  | minecraft:slime                                        | EntitySlime                  |  55 |
| Minecraft                  | minecraft:small_fireball                               | EntitySmallFireball          |  13 |
| Minecraft                  | minecraft:snowball                                     | EntitySnowball               |  11 |
| Minecraft                  | minecraft:snowman                                      | EntitySnowman                |  97 |
| Minecraft                  | minecraft:spawner_minecart                             | EntityMinecartMobSpawner     |  47 |
| Minecraft                  | minecraft:spectral_arrow                               | EntitySpectralArrow          |  24 |
| Minecraft                  | minecraft:spider                                       | EntitySpider                 |  52 |
| Minecraft                  | minecraft:squid                                        | EntitySquid                  |  94 |
| Minecraft                  | minecraft:stray                                        | EntityStray                  |   6 |
| Minecraft                  | minecraft:tnt                                          | EntityTNTPrimed              |  20 |
| Minecraft                  | minecraft:tnt_minecart                                 | EntityMinecartTNT            |  45 |
| Minecraft                  | minecraft:vex                                          | EntityVex                    |  35 |
| Minecraft                  | minecraft:villager                                     | EntityVillager               | 120 |
| Minecraft                  | minecraft:villager_golem                               | EntityIronGolem              |  99 |
| Minecraft                  | minecraft:vindication_illager                          | EntityVindicator             |  36 |
| Minecraft                  | minecraft:witch                                        | EntityWitch                  |  66 |
| Minecraft                  | minecraft:wither                                       | EntityWither                 |  64 |
| Minecraft                  | minecraft:wither_skeleton                              | EntityWitherSkeleton         |   5 |
| Minecraft                  | minecraft:wither_skull                                 | EntityWitherSkull            |  19 |
| Minecraft                  | minecraft:wolf                                         | EntityWolf                   |  95 |
| Minecraft                  | minecraft:xp_bottle                                    | EntityExpBottle              |  17 |
| Minecraft                  | minecraft:xp_orb                                       | EntityXPOrb                  |   2 |
| Minecraft                  | minecraft:zombie                                       | EntityZombie                 |  54 |
| Minecraft                  | minecraft:zombie_horse                                 | EntityZombieHorse            |  29 |
| Minecraft                  | minecraft:zombie_pigman                                | EntityPigZombie              |  57 |
| Minecraft                  | minecraft:zombie_villager                              | EntityZombieVillager         |  27 |
| Minecraft Boom             | minecraftboom:popped_chorus_grenade                    | EntityGrenade                |   0 |
| Minecraft Boom             | minecraftboom:prismarine_arrow                         | EntityPrismarineArrow        |  -1 |
| MmmMmmMmmMmm               | testdummy:dummy                                        | EntityDummy                  |   0 |
| MmmMmmMmmMmm               | testdummy:floating_number                              | EntityFloatingNumber         |   1 |
| MmmMmmMmmMmm               | testdummy:floating_number_dps                          | EntityDpsFloatingNumber      |   2 |
| Mowzie's Mobs              | mowziesmobs:axe_attack                                 | EntityAxeAttack              |  12 |
| Mowzie's Mobs              | mowziesmobs:baby_foliaath                              | EntityBabyFoliaath           |   1 |
| Mowzie's Mobs              | mowziesmobs:barako                                     | EntityBarako                 |   7 |
| Mowzie's Mobs              | mowziesmobs:barakoan_barakoana                         | EntityBarakoanToBarakoana    |   3 |
| Mowzie's Mobs              | mowziesmobs:barakoan_player                            | EntityBarakoanToPlayer       |   6 |
| Mowzie's Mobs              | mowziesmobs:barakoana                                  | EntityBarakoana              |   4 |
| Mowzie's Mobs              | mowziesmobs:barakoaya                                  | EntityBarakoaya              |   5 |
| Mowzie's Mobs              | mowziesmobs:boulder                                    | EntityBoulder                |  11 |
| Mowzie's Mobs              | mowziesmobs:dart                                       | EntityDart                   |  16 |
| Mowzie's Mobs              | mowziesmobs:ferrous_wroughtnaut                        | EntityWroughtnaut            |   2 |
| Mowzie's Mobs              | mowziesmobs:foliaath                                   | EntityFoliaath               |   0 |
| Mowzie's Mobs              | mowziesmobs:frostmaw                                   | EntityFrostmaw               |   8 |
| Mowzie's Mobs              | mowziesmobs:frozen_controller                          | EntityFrozenController       |  14 |
| Mowzie's Mobs              | mowziesmobs:icebreath                                  | EntityIceBreath              |  13 |
| Mowzie's Mobs              | mowziesmobs:ring                                       | EntityRing                   |  15 |
| Mowzie's Mobs              | mowziesmobs:solar_beam                                 | EntitySolarBeam              |  10 |
| Mowzie's Mobs              | mowziesmobs:sunstrike                                  | EntitySunstrike              |   9 |
| MrCrayfish's Furniture Mod | cfm:mirror                                             | EntityMirror                 |   1 |
| MrCrayfish's Furniture Mod | cfm:mountable_block                                    | EntitySittableBlock          |   0 |
| Natural Pledge             | naturalpledge:sealarrow                                | EntitySealedArrow            |   0 |
| NetherEx                   | nex:bone_spider                                        | EntityBoneSpider             |  14 |
| NetherEx                   | nex:brute                                              | EntityBrute                  |  15 |
| NetherEx                   | nex:ember                                              | EntityEmber                  |   8 |
| NetherEx                   | nex:ghast_queen                                        | EntityGhastQueen             |  16 |
| NetherEx                   | nex:ghast_queen_fireball                               | EntityGhastQueenFireball     |  -1 |
| NetherEx                   | nex:ghastling                                          | EntityGhastling              |  13 |
| NetherEx                   | nex:ghastling_fireball                                 | EntityGhastlingFireball      |   0 |
| NetherEx                   | nex:gold_golem                                         | EntityGoldGolem              |   4 |
| NetherEx                   | nex:mogus                                              | EntityMogus                  |   5 |
| NetherEx                   | nex:nethermite                                         | EntityNethermite             |   9 |
| NetherEx                   | nex:obsidian_boat                                      | EntityObsidianBoat           |   1 |
| NetherEx                   | nex:pigtificate                                        | EntityPigtificate            |   3 |
| NetherEx                   | nex:pigtificate_leader                                 | EntityPigtificateLeader      |   2 |
| NetherEx                   | nex:salamander                                         | EntitySalamander             |   6 |
| NetherEx                   | nex:spinout                                            | EntitySpinout                |  10 |
| NetherEx                   | nex:spore                                              | EntitySpore                  |  12 |
| NetherEx                   | nex:spore_creeper                                      | EntitySporeCreeper           |  11 |
| NetherEx                   | nex:wight                                              | EntityWight                  |   7 |
| OpenComputers              | opencomputers:drone                                    | Drone                        |   0 |
| Outfox                     | outfox:fox                                             | EntityFox                    |   0 |
| Platforms                  | platforms:gui-item                                     | EntityGuiItem                |   2 |
| Psi                        | psi:spell_charge                                       | EntitySpellCharge            |   3 |
| Psi                        | psi:spell_circle                                       | EntitySpellCircle            |   1 |
| Psi                        | psi:spell_grenade                                      | EntitySpellGrenade           |   2 |
| Psi                        | psi:spell_mine                                         | EntitySpellMine              |   4 |
| Psi                        | psi:spell_projectile                                   | EntitySpellProjectile        |   0 |
| Quark                      | quark:arrow_ender                                      | EntityArrowEnder             |   5 |
| Quark                      | quark:arrow_explosive                                  | EntityArrowExplosive         |   6 |
| Quark                      | quark:arrow_torch                                      | EntityArrowTorch             |   7 |
| Quark                      | quark:ashen                                            | EntityAshen                  |   1 |
| Quark                      | quark:chest_passenger                                  | EntityChestPassenger         |  13 |
| Quark                      | quark:colored_item_frame                               | EntityColoredItemFrame       |   0 |
| Quark                      | quark:dragon_breath_bottle                             | EntityDragonBreathBottle     |  11 |
| Quark                      | quark:dweller                                          | EntityDweller                |   2 |
| Quark                      | quark:flat_item_frame                                  | EntityFlatItemFrame          |   9 |
| Quark                      | quark:glass_item_frame                                 | EntityGlassItemFrame         |  10 |
| Quark                      | quark:parrot_egg                                       | EntityParrotEgg              |  14 |
| Quark                      | quark:pirate                                           | EntityPirate                 |   3 |
| Quark                      | quark:seat                                             | Seat                         |  12 |
| Quark                      | quark:soul_powder                                      | EntitySoulPowder             |   8 |
| Quark                      | quark:wraith                                           | EntityWraith                 |   4 |
| Roots Classic              | rootsclassic:entityaccelerator                         | EntityAccelerator            | 110 |
| Roots Classic              | rootsclassic:skeleton_phantom                          | EntityFrozenKnight           | 111 |
| Roots Classic              | rootsclassic:tileaccelerator                           | EntityTileAccelerator        | 119 |
| Rustic                     | rustic:tomato                                          | EntityTomato                 |   0 |
| Salty Mod                  | saltmod:entity_rainmaker                               | EntityRainmaker              |   0 |
| Salty Mod                  | saltmod:entity_rainmaker_dust                          | EntityRainmakerDust          |   1 |
| Soot                       | soot:firecloud                                         | EntityFireCloud              |   0 |
| Soot                       | soot:muse                                              | EntityMuse                   |   2 |
| Soot                       | soot:snowpoff                                          | EntitySnowpoff               |   1 |
| Sophisticated Wolves       | sophisticatedwolves:textures/entity/brown/wolf.png     | EntitySophisticatedWolf      |   0 |
| Thaumcraft                 | thaumcraft:alumentum                                   | EntityAlumentum              |   6 |
| Thaumcraft                 | thaumcraft:arcanebore                                  | EntityArcaneBore             |  18 |
| Thaumcraft                 | thaumcraft:bottletaint                                 | EntityBottleTaint            |   9 |
| Thaumcraft                 | thaumcraft:brainyzombie                                | EntityBrainyZombie           |  24 |
| Thaumcraft                 | thaumcraft:causalitycollapser                          | EntityCausalityCollapser     |  12 |
| Thaumcraft                 | thaumcraft:cultistcleric                               | EntityCultistCleric          |  33 |
| Thaumcraft                 | thaumcraft:cultistknight                               | EntityCultistKnight          |  32 |
| Thaumcraft                 | thaumcraft:cultistleader                               | EntityCultistLeader          |  22 |
| Thaumcraft                 | thaumcraft:cultistportalgreater                        | EntityCultistPortalGreater   |   0 |
| Thaumcraft                 | thaumcraft:cultistportallesser                         | EntityCultistPortalLesser    |   1 |
| Thaumcraft                 | thaumcraft:eldritchcrab                                | EntityEldritchCrab           |  34 |
| Thaumcraft                 | thaumcraft:eldritchgolem                               | EntityEldritchGolem          |  21 |
| Thaumcraft                 | thaumcraft:eldritchguardian                            | EntityEldritchGuardian       |  31 |
| Thaumcraft                 | thaumcraft:eldritchorb                                 | EntityEldritchOrb            |   8 |
| Thaumcraft                 | thaumcraft:eldritchwarden                              | EntityEldritchWarden         |  20 |
| Thaumcraft                 | thaumcraft:fallingtaint                                | EntityFallingTaint           |   5 |
| Thaumcraft                 | thaumcraft:firebat                                     | EntityFireBat                |  27 |
| Thaumcraft                 | thaumcraft:fluxrift                                    | EntityFluxRift               |   2 |
| Thaumcraft                 | thaumcraft:focuscloud                                  | EntityFocusCloud             |  14 |
| Thaumcraft                 | thaumcraft:focusmine                                   | EntityFocusMine              |  15 |
| Thaumcraft                 | thaumcraft:focusprojectile                             | EntityFocusProjectile        |  13 |
| Thaumcraft                 | thaumcraft:followitem                                  | EntityFollowingItem          |   4 |
| Thaumcraft                 | thaumcraft:giantbrainyzombie                           | EntityGiantBrainyZombie      |  25 |
| Thaumcraft                 | thaumcraft:golem                                       | EntityThaumcraftGolem        |  19 |
| Thaumcraft                 | thaumcraft:golemdart                                   | EntityGolemDart              |   7 |
| Thaumcraft                 | thaumcraft:golemorb                                    | EntityGolemOrb               |  10 |
| Thaumcraft                 | thaumcraft:grapple                                     | EntityGrapple                |  11 |
| Thaumcraft                 | thaumcraft:inhabitedzombie                             | EntityInhabitedZombie        |  35 |
| Thaumcraft                 | thaumcraft:mindspider                                  | EntityMindSpider             |  30 |
| Thaumcraft                 | thaumcraft:pech                                        | EntityPech                   |  29 |
| Thaumcraft                 | thaumcraft:specialitem                                 | EntitySpecialItem            |   3 |
| Thaumcraft                 | thaumcraft:spellbat                                    | EntitySpellBat               |  28 |
| Thaumcraft                 | thaumcraft:taintacle                                   | EntityTaintacle              |  38 |
| Thaumcraft                 | thaumcraft:taintaclegiant                              | EntityTaintacleGiant         |  23 |
| Thaumcraft                 | thaumcraft:taintacletiny                               | EntityTaintacleSmall         |  39 |
| Thaumcraft                 | thaumcraft:taintcrawler                                | EntityTaintCrawler           |  37 |
| Thaumcraft                 | thaumcraft:taintseed                                   | EntityTaintSeed              |  41 |
| Thaumcraft                 | thaumcraft:taintseedprime                              | EntityTaintSeedPrime         |  42 |
| Thaumcraft                 | thaumcraft:taintswarm                                  | EntityTaintSwarm             |  40 |
| Thaumcraft                 | thaumcraft:thaumslime                                  | EntityThaumicSlime           |  36 |
| Thaumcraft                 | thaumcraft:turretadvanced                              | EntityTurretCrossbowAdvanced |  17 |
| Thaumcraft                 | thaumcraft:turretbasic                                 | EntityTurretCrossbow         |  16 |
| Thaumcraft                 | thaumcraft:wisp                                        | EntityWisp                   |  26 |
| Thaumic Periphery          | thaumicperiphery:magic_arrow                           | EntityMagicArrow             |   0 |
| The Betweenlands           | thebetweenlands:angler                                 | EntityAngler                 |   2 |
| The Betweenlands           | thebetweenlands:angry_pebble                           | EntityAngryPebble            |  59 |
| The Betweenlands           | thebetweenlands:bl_arrow                               | EntityBLArrow                |  23 |
| The Betweenlands           | thebetweenlands:bl_elexir                              | EntityElixir                 |  68 |
| The Betweenlands           | thebetweenlands:blind_cave_fish                        | EntityBlindCaveFish          |  33 |
| The Betweenlands           | thebetweenlands:blood_snail                            | EntityBloodSnail             |  18 |
| The Betweenlands           | thebetweenlands:chiromaw                               | EntityChiromaw               |  35 |
| The Betweenlands           | thebetweenlands:dark_druid                             | EntityDarkDruid              |   0 |
| The Betweenlands           | thebetweenlands:dragonfly                              | EntityDragonFly              |  16 |
| The Betweenlands           | thebetweenlands:dreadful_mummy                         | EntityDreadfulMummy          |  69 |
| The Betweenlands           | thebetweenlands:firefly                                | EntityFirefly                |  10 |
| The Betweenlands           | thebetweenlands:fortress_boss                          | EntityFortressBoss           |  60 |
| The Betweenlands           | thebetweenlands:fortress_boss_blockade                 | EntityFortressBossBlockade   |  63 |
| The Betweenlands           | thebetweenlands:fortress_boss_projectile               | EntityFortressBossProjectile |  64 |
| The Betweenlands           | thebetweenlands:fortress_boss_spawner                  | EntityFortressBossSpawner    |  62 |
| The Betweenlands           | thebetweenlands:fortress_boss_teleporter               | EntityFortressBossTeleporter |  66 |
| The Betweenlands           | thebetweenlands:fortress_boss_turret                   | EntityFortressBossTurret     |  65 |
| The Betweenlands           | thebetweenlands:frog                                   | EntityFrog                   |  37 |
| The Betweenlands           | thebetweenlands:gas_cloud                              | EntityGasCloud               |  42 |
| The Betweenlands           | thebetweenlands:gecko                                  | EntityGecko                  |  27 |
| The Betweenlands           | thebetweenlands:leech                                  | EntityLeech                  |  14 |
| The Betweenlands           | thebetweenlands:lurker                                 | EntityLurker                 |  25 |
| The Betweenlands           | thebetweenlands:mire_snail                             | EntityMireSnail              |  20 |
| The Betweenlands           | thebetweenlands:mire_snail_egg                         | EntityMireSnailEgg           |  22 |
| The Betweenlands           | thebetweenlands:mummy_arm                              | EntityMummyArm               |  58 |
| The Betweenlands           | thebetweenlands:peat_mummy                             | EntityPeatMummy              |  52 |
| The Betweenlands           | thebetweenlands:pyrad                                  | EntityPyrad                  |  49 |
| The Betweenlands           | thebetweenlands:pyrad_flame                            | EntityPyradFlame             |  51 |
| The Betweenlands           | thebetweenlands:rope_node                              | EntityRopeNode               |  57 |
| The Betweenlands           | thebetweenlands:shockwave_block                        | EntityShockwaveBlock         |  41 |
| The Betweenlands           | thebetweenlands:shockwave_sword_item                   | EntityShockwaveSwordItem     |  40 |
| The Betweenlands           | thebetweenlands:silt_crab                              | EntitySiltCrab               |  47 |
| The Betweenlands           | thebetweenlands:sludge                                 | EntitySludge                 |   4 |
| The Betweenlands           | thebetweenlands:sludge_ball                            | EntitySludgeBall             |  71 |
| The Betweenlands           | thebetweenlands:smoll_sludge                           | EntitySmollSludge            |  72 |
| The Betweenlands           | thebetweenlands:snail_poison_jet                       | EntitySnailPoisonJet         |  24 |
| The Betweenlands           | thebetweenlands:sporeling                              | EntitySporeling              |  12 |
| The Betweenlands           | thebetweenlands:swamp_hag                              | EntitySwampHag               |   6 |
| The Betweenlands           | thebetweenlands:sword_energy                           | EntitySwordEnergy            |  39 |
| The Betweenlands           | thebetweenlands:tar_beast                              | EntityTarBeast               |  45 |
| The Betweenlands           | thebetweenlands:tarminion                              | EntityTarminion              |  54 |
| The Betweenlands           | thebetweenlands:termite                                | EntityTermite                |  29 |
| The Betweenlands           | thebetweenlands:thrown_tarminion                       | EntityThrownTarminion        |  56 |
| The Betweenlands           | thebetweenlands:toad                                   | EntityGiantToad              |  31 |
| The Betweenlands           | thebetweenlands:volatile_soul                          | EntityVolatileSoul           |  44 |
| The Betweenlands           | thebetweenlands:weedwood_rowboat                       | EntityWeedwoodRowboat        |  67 |
| The Betweenlands           | thebetweenlands:wight                                  | EntityWight                  |   8 |
| The Twilight Forest        | twilightforest:adherent                                | EntityTFAdherent             |  56 |
| The Twilight Forest        | twilightforest:armored_giant                           | EntityTFArmoredGiant         |  53 |
| The Twilight Forest        | twilightforest:bighorn_sheep                           | EntityTFBighorn              |   1 |
| The Twilight Forest        | twilightforest:blockchain_goblin                       | EntityTFBlockGoblin          |  39 |
| The Twilight Forest        | twilightforest:boggard                                 | EntityTFBoggard              |  78 |
| The Twilight Forest        | twilightforest:bunny                                   | EntityTFBunny                |  17 |
| The Twilight Forest        | twilightforest:castle_guardian                         | EntityTFCastleGuardian       |  58 |
