+-------------------------------------+---------------------------------------------------------------------------------------+-----------+--------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                                                         |
| of the Block class in question. The actual final values may be different                                                                               |
| for different states of the block, or they may depend on a TileEntity etc.                                                                             |
+-------------------------------------+---------------------------------------------------------------------------------------+-----------+--------------+
| Mod name                            | Registry name                                                                         |  Hardness |   Resistance |
| Earthworks                          | earthworks:doubleslab_slate_tile_purple                                               |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_slate_tile_verte                                                |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_thatch                                                          |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_timber                                                          |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_timber_acacia                                                   |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_timber_birch                                                    |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_timber_dark_oak                                                 |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_timber_jungle                                                   |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_timber_spruce                                                   |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_wattle                                                          |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_wicker                                                          |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_wood_shingle_acacia                                             |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_wood_shingle_birch                                              |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_wood_shingle_dark_oak                                           |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_wood_shingle_jungle                                             |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_wood_shingle_oak                                                |      0.00 |         0.00 |
| Earthworks                          | earthworks:doubleslab_wood_shingle_spruce                                             |      0.00 |         0.00 |
| Earthworks                          | earthworks:fence_planks_vert_acacia                                                   |      2.00 |         9.00 |
| Earthworks                          | earthworks:fence_planks_vert_birch                                                    |      2.00 |         9.00 |
| Earthworks                          | earthworks:fence_planks_vert_dark_oak                                                 |      2.00 |         9.00 |
| Earthworks                          | earthworks:fence_planks_vert_jungle                                                   |      2.00 |         9.00 |
| Earthworks                          | earthworks:fence_planks_vert_oak                                                      |      2.00 |         9.00 |
| Earthworks                          | earthworks:fence_planks_vert_spruce                                                   |      2.00 |         9.00 |
| Earthworks                          | earthworks:plaster_arrow0                                                             |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_arrow1                                                             |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_arrow2                                                             |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_arrow3                                                             |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_barndoor0                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_barndoor1                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_barndoor2                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_barndoor3                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_barndoor4                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_barndoor5                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_barndoor6                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_barndoor7                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_bottom                                                             |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_bottom_l                                                           |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_bottom_r                                                           |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_left                                                               |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_parallel_hor                                                       |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_parallel_vert                                                      |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_right                                                              |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_slash                                                              |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_slash_back                                                         |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_square                                                             |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_square_x                                                           |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_top                                                                |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_top_l                                                              |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_top_r                                                              |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_triangle0                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_triangle1                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_triangle2                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_triangle3                                                          |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_x                                                                  |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_xbottom                                                            |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_xdoor0                                                             |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_xdoor1                                                             |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_xdoor2                                                             |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_xdoor3                                                             |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_xleft                                                              |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_xright                                                             |      3.00 |        22.50 |
| Earthworks                          | earthworks:plaster_xtop                                                               |      3.00 |        22.50 |
| Earthworks                          | earthworks:slab_adobe                                                                 |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_chalk                                                                 |      1.00 |         5.00 |
| Earthworks                          | earthworks:slab_cinder                                                                |      1.50 |         7.50 |
| Earthworks                          | earthworks:slab_cob                                                                   |      1.00 |         5.00 |
| Earthworks                          | earthworks:slab_concrete                                                              |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_cordwood                                                              |      1.50 |         7.50 |
| Earthworks                          | earthworks:slab_dry_stone                                                             |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_gabion_dirt                                                           |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_gabion_gravel                                                         |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_gabion_sand                                                           |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_mud                                                                   |      0.60 |         3.00 |
| Earthworks                          | earthworks:slab_planks_vert_acacia                                                    |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_planks_vert_birch                                                     |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_planks_vert_dark_oak                                                  |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_planks_vert_jungle                                                    |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_planks_vert_oak                                                       |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_planks_vert_spruce                                                    |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_plaster                                                               |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_rammed_earth                                                          |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_reed                                                                  |      0.80 |         4.00 |
| Earthworks                          | earthworks:slab_slate                                                                 |      1.50 |         7.50 |
| Earthworks                          | earthworks:slab_slate_green                                                           |      1.50 |         7.50 |
| Earthworks                          | earthworks:slab_slate_purple                                                          |      1.50 |         7.50 |
| Earthworks                          | earthworks:slab_slate_shingle                                                         |      1.20 |         6.00 |
| Earthworks                          | earthworks:slab_slate_shingle_purple                                                  |      1.20 |         6.00 |
| Earthworks                          | earthworks:slab_slate_shingle_verte                                                   |      1.20 |         6.00 |
| Earthworks                          | earthworks:slab_slate_slab                                                            |      1.50 |         7.50 |
| Earthworks                          | earthworks:slab_slate_slab_green                                                      |      1.50 |         7.50 |
| Earthworks                          | earthworks:slab_slate_slab_purple                                                     |      1.50 |         7.50 |
| Earthworks                          | earthworks:slab_slate_tile                                                            |      1.20 |         6.00 |
| Earthworks                          | earthworks:slab_slate_tile_purple                                                     |      1.20 |         6.00 |
| Earthworks                          | earthworks:slab_slate_tile_verte                                                      |      1.20 |         6.00 |
| Earthworks                          | earthworks:slab_thatch                                                                |      0.80 |         4.00 |
| Earthworks                          | earthworks:slab_timber                                                                |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_timber_acacia                                                         |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_timber_birch                                                          |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_timber_dark_oak                                                       |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_timber_jungle                                                         |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_timber_spruce                                                         |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_wattle                                                                |      1.50 |         7.50 |
| Earthworks                          | earthworks:slab_wicker                                                                |      0.80 |         4.00 |
| Earthworks                          | earthworks:slab_wood_shingle_acacia                                                   |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_wood_shingle_birch                                                    |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_wood_shingle_dark_oak                                                 |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_wood_shingle_jungle                                                   |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_wood_shingle_oak                                                      |      2.00 |        10.00 |
| Earthworks                          | earthworks:slab_wood_shingle_spruce                                                   |      2.00 |        10.00 |
| Earthworks                          | earthworks:stair_adobe                                                                |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_chalk                                                                |      1.00 |        22.50 |
| Earthworks                          | earthworks:stair_cinder                                                               |      1.50 |        52.47 |
| Earthworks                          | earthworks:stair_cob                                                                  |      1.00 |        27.00 |
| Earthworks                          | earthworks:stair_concrete                                                             |      2.00 |        90.00 |
| Earthworks                          | earthworks:stair_cordwood                                                             |      1.50 |        25.47 |
| Earthworks                          | earthworks:stair_dry_stone                                                            |      2.00 |     11999.70 |
| Earthworks                          | earthworks:stair_gabion_dirt                                                          |      2.00 |       108.00 |
| Earthworks                          | earthworks:stair_gabion_gravel                                                        |      2.00 |       108.00 |
| Earthworks                          | earthworks:stair_gabion_sand                                                          |      2.00 |       108.00 |
| Earthworks                          | earthworks:stair_mud                                                                  |      0.60 |         9.00 |
| Earthworks                          | earthworks:stair_planks_vert_acacia                                                   |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_planks_vert_birch                                                    |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_planks_vert_dark_oak                                                 |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_planks_vert_jungle                                                   |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_planks_vert_oak                                                      |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_planks_vert_spruce                                                   |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_plaster                                                              |      2.00 |        67.50 |
| Earthworks                          | earthworks:stair_rammed_earth                                                         |      2.00 |        90.00 |
| Earthworks                          | earthworks:stair_reed                                                                 |      0.80 |        12.00 |
| Earthworks                          | earthworks:stair_slate                                                                |      1.50 |        90.00 |
| Earthworks                          | earthworks:stair_slate_green                                                          |      1.50 |        90.00 |
| Earthworks                          | earthworks:stair_slate_purple                                                         |      1.50 |        90.00 |
| Earthworks                          | earthworks:stair_slate_shingle                                                        |      1.20 |        90.00 |
| Earthworks                          | earthworks:stair_slate_shingle_purple                                                 |      1.20 |        90.00 |
| Earthworks                          | earthworks:stair_slate_shingle_verte                                                  |      1.20 |        90.00 |
| Earthworks                          | earthworks:stair_slate_slab                                                           |      1.50 |        90.00 |
| Earthworks                          | earthworks:stair_slate_slab_green                                                     |      1.50 |        90.00 |
| Earthworks                          | earthworks:stair_slate_slab_purple                                                    |      1.50 |        90.00 |
| Earthworks                          | earthworks:stair_slate_tile                                                           |      1.20 |        90.00 |
| Earthworks                          | earthworks:stair_slate_tile_purple                                                    |      1.20 |        90.00 |
| Earthworks                          | earthworks:stair_slate_tile_verte                                                     |      1.20 |        90.00 |
| Earthworks                          | earthworks:stair_thatch                                                               |      0.80 |        12.00 |
| Earthworks                          | earthworks:stair_timber                                                               |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_timber_acacia                                                        |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_timber_birch                                                         |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_timber_dark_oak                                                      |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_timber_jungle                                                        |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_timber_spruce                                                        |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_wattle                                                               |      1.50 |        74.97 |
| Earthworks                          | earthworks:stair_wicker                                                               |      0.80 |        12.00 |
| Earthworks                          | earthworks:stair_wood_shingle_acacia                                                  |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_wood_shingle_birch                                                   |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_wood_shingle_dark_oak                                                |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_wood_shingle_jungle                                                  |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_wood_shingle_oak                                                     |      2.00 |        30.00 |
| Earthworks                          | earthworks:stair_wood_shingle_spruce                                                  |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_adobe                                                                 |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_chalk                                                                 |      1.00 |        22.50 |
| Earthworks                          | earthworks:wall_cinder                                                                |      1.50 |        52.47 |
| Earthworks                          | earthworks:wall_cob                                                                   |      1.00 |        27.00 |
| Earthworks                          | earthworks:wall_concrete                                                              |      2.00 |        90.00 |
| Earthworks                          | earthworks:wall_cordwood                                                              |      1.50 |        25.47 |
| Earthworks                          | earthworks:wall_dry_stone                                                             |      2.00 |     11999.70 |
| Earthworks                          | earthworks:wall_gabion_dirt                                                           |      2.00 |       108.00 |
| Earthworks                          | earthworks:wall_gabion_gravel                                                         |      2.00 |       108.00 |
| Earthworks                          | earthworks:wall_gabion_sand                                                           |      2.00 |       108.00 |
| Earthworks                          | earthworks:wall_mud                                                                   |      0.60 |         9.00 |
| Earthworks                          | earthworks:wall_plaster                                                               |      2.00 |        67.50 |
| Earthworks                          | earthworks:wall_rammed_earth                                                          |      2.00 |        90.00 |
| Earthworks                          | earthworks:wall_reed                                                                  |      0.80 |        12.00 |
| Earthworks                          | earthworks:wall_slate                                                                 |      1.50 |        90.00 |
| Earthworks                          | earthworks:wall_slate_green                                                           |      1.50 |        90.00 |
| Earthworks                          | earthworks:wall_slate_purple                                                          |      1.50 |        90.00 |
| Earthworks                          | earthworks:wall_slate_shingle                                                         |      1.20 |        90.00 |
| Earthworks                          | earthworks:wall_slate_shingle_purple                                                  |      1.20 |        90.00 |
| Earthworks                          | earthworks:wall_slate_shingle_verte                                                   |      1.20 |        90.00 |
| Earthworks                          | earthworks:wall_slate_slab                                                            |      1.50 |        90.00 |
| Earthworks                          | earthworks:wall_slate_slab_green                                                      |      1.50 |        90.00 |
| Earthworks                          | earthworks:wall_slate_slab_purple                                                     |      1.50 |        90.00 |
| Earthworks                          | earthworks:wall_slate_tile                                                            |      1.20 |        90.00 |
| Earthworks                          | earthworks:wall_slate_tile_purple                                                     |      1.20 |        90.00 |
| Earthworks                          | earthworks:wall_slate_tile_verte                                                      |      1.20 |        90.00 |
| Earthworks                          | earthworks:wall_thatch                                                                |      0.80 |        12.00 |
| Earthworks                          | earthworks:wall_timber                                                                |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_timber_acacia                                                         |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_timber_birch                                                          |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_timber_dark_oak                                                       |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_timber_jungle                                                         |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_timber_spruce                                                         |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_wattle                                                                |      1.50 |        74.97 |
| Earthworks                          | earthworks:wall_wicker                                                                |      0.80 |        12.00 |
| Earthworks                          | earthworks:wall_wood_shingle_acacia                                                   |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_wood_shingle_birch                                                    |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_wood_shingle_dark_oak                                                 |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_wood_shingle_jungle                                                   |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_wood_shingle_oak                                                      |      2.00 |        30.00 |
| Earthworks                          | earthworks:wall_wood_shingle_spruce                                                   |      2.00 |        30.00 |
| Electroblob's Wizardry              | ebwizardry:arcane_workbench                                                           |      1.00 |         5.00 |
| Electroblob's Wizardry              | ebwizardry:crystal_block                                                              |      5.00 |        30.00 |
| Electroblob's Wizardry              | ebwizardry:crystal_flower                                                             |      0.00 |         0.00 |
| Electroblob's Wizardry              | ebwizardry:crystal_ore                                                                |      3.00 |        15.00 |
| Electroblob's Wizardry              | ebwizardry:ice_statue                                                                 |      0.50 |         2.50 |
| Electroblob's Wizardry              | ebwizardry:magic_light                                                                |      0.00 |         0.00 |
| Electroblob's Wizardry              | ebwizardry:meteor                                                                     |      0.00 |         0.00 |
| Electroblob's Wizardry              | ebwizardry:petrified_stone                                                            |      1.50 |        30.00 |
| Electroblob's Wizardry              | ebwizardry:snare                                                                      |      0.00 |         0.00 |
| Electroblob's Wizardry              | ebwizardry:spectral_block                                                             |     -1.00 |  18000000.00 |
| Electroblob's Wizardry              | ebwizardry:transportation_stone                                                       |      0.30 |         1.50 |
| Electroblob's Wizardry              | ebwizardry:vanishing_cobweb                                                           |      4.00 |        20.00 |
| Elevator Mod                        | elevatorid:elevator_black                                                             |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_blue                                                              |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_brown                                                             |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_cyan                                                              |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_gray                                                              |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_green                                                             |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_light_blue                                                        |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_lime                                                              |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_magenta                                                           |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_orange                                                            |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_pink                                                              |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_purple                                                            |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_red                                                               |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_silver                                                            |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_white                                                             |      0.80 |         4.00 |
| Elevator Mod                        | elevatorid:elevator_yellow                                                            |      0.80 |         4.00 |
| EluLib                              | elulib:multiblock_slave_empty                                                         |      1.00 |         5.00 |
| EluLib                              | elulib:multiblock_slave_modular                                                       |      1.00 |         5.00 |
| EluLib                              | elulib:test                                                                           |      1.00 |         5.00 |
| Embers Rekindled                    | embers:advanced_edge                                                                  |      1.00 |         5.00 |
| Embers Rekindled                    | embers:alchemical_redstone                                                            |      0.00 |         0.00 |
| Embers Rekindled                    | embers:alchemy_pedestal                                                               |      1.60 |         8.00 |
| Embers Rekindled                    | embers:alchemy_tablet                                                                 |      1.60 |         8.00 |
| Embers Rekindled                    | embers:aluminum                                                                       |      0.00 |         0.00 |
| Embers Rekindled                    | embers:archaic_bricks                                                                 |      1.60 |         8.00 |
| Embers Rekindled                    | embers:archaic_edge                                                                   |      1.60 |         8.00 |
| Embers Rekindled                    | embers:archaic_light                                                                  |      1.60 |         8.00 |
| Embers Rekindled                    | embers:archaic_tile                                                                   |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ashen_brick                                                                    |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ashen_brick_slab                                                               |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ashen_brick_slab_double                                                        |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ashen_stone                                                                    |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ashen_stone_slab                                                               |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ashen_stone_slab_double                                                        |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ashen_tile                                                                     |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ashen_tile_slab                                                                |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ashen_tile_slab_double                                                         |      1.60 |         8.00 |
| Embers Rekindled                    | embers:auto_hammer                                                                    |      1.60 |         8.00 |
| Embers Rekindled                    | embers:beam_cannon                                                                    |      1.60 |         8.00 |
| Embers Rekindled                    | embers:beam_splitter                                                                  |      1.00 |         5.00 |
| Embers Rekindled                    | embers:bin                                                                            |      1.00 |         5.00 |
| Embers Rekindled                    | embers:block_aluminum                                                                 |      1.60 |         8.00 |
| Embers Rekindled                    | embers:block_bronze                                                                   |      2.30 |        11.50 |
| Embers Rekindled                    | embers:block_caminite_brick                                                           |      1.60 |         8.00 |
| Embers Rekindled                    | embers:block_caminite_brick_slab                                                      |      1.60 |         8.00 |
| Embers Rekindled                    | embers:block_caminite_brick_slab_double                                               |      1.60 |         8.00 |
| Embers Rekindled                    | embers:block_copper                                                                   |      1.40 |         7.00 |
| Embers Rekindled                    | embers:block_dawnstone                                                                |      1.60 |         8.00 |
| Embers Rekindled                    | embers:block_electrum                                                                 |      1.60 |         8.00 |
| Embers Rekindled                    | embers:block_furnace                                                                  |      1.60 |         8.00 |
| Embers Rekindled                    | embers:block_lantern                                                                  |      1.00 |         5.00 |
| Embers Rekindled                    | embers:block_lead                                                                     |      1.60 |         8.00 |
| Embers Rekindled                    | embers:block_nickel                                                                   |      2.20 |        11.00 |
| Embers Rekindled                    | embers:block_silver                                                                   |      1.60 |         8.00 |
| Embers Rekindled                    | embers:block_tank                                                                     |      1.60 |         8.00 |
| Embers Rekindled                    | embers:block_tin                                                                      |      1.30 |         6.50 |
| Embers Rekindled                    | embers:boiler                                                                         |      1.60 |         8.00 |
| Embers Rekindled                    | embers:breaker                                                                        |      1.60 |         8.00 |
| Embers Rekindled                    | embers:bronze                                                                         |      0.00 |         0.00 |
| Embers Rekindled                    | embers:caminite_lever                                                                 |      0.75 |         3.75 |
| Embers Rekindled                    | embers:catalytic_plug                                                                 |      1.60 |         8.00 |
| Embers Rekindled                    | embers:catalyzer                                                                      |      1.60 |         8.00 |
| Embers Rekindled                    | embers:charger                                                                        |      1.00 |         5.00 |
| Embers Rekindled                    | embers:cinder_plinth                                                                  |      1.60 |         8.00 |
| Embers Rekindled                    | embers:combustor                                                                      |      1.60 |         8.00 |
| Embers Rekindled                    | embers:copper                                                                         |      0.00 |         0.00 |
| Embers Rekindled                    | embers:copper_cell                                                                    |      1.40 |         7.00 |
| Embers Rekindled                    | embers:creative_ember_source                                                          |      1.00 |         5.00 |
| Embers Rekindled                    | embers:crystal_cell                                                                   |      1.00 |         5.00 |
| Embers Rekindled                    | embers:dawnstone                                                                      |      0.00 |         0.00 |
| Embers Rekindled                    | embers:dawnstone_anvil                                                                |      1.60 |         8.00 |
| Embers Rekindled                    | embers:electrum                                                                       |      0.00 |         0.00 |
| Embers Rekindled                    | embers:ember_activator                                                                |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ember_bore                                                                     |      1.00 |         5.00 |
| Embers Rekindled                    | embers:ember_emitter                                                                  |      0.60 |         3.00 |
| Embers Rekindled                    | embers:ember_funnel                                                                   |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ember_gauge                                                                    |      1.00 |         5.00 |
| Embers Rekindled                    | embers:ember_injector                                                                 |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ember_pulser                                                                   |      1.60 |         8.00 |
| Embers Rekindled                    | embers:ember_receiver                                                                 |      0.60 |         3.00 |
| Embers Rekindled                    | embers:ember_relay                                                                    |      1.00 |         5.00 |
| Embers Rekindled                    | embers:field_chart                                                                    |      1.60 |         8.00 |
